"seqnames" "start" "end" "width" "strand" "Conc" "Conc_KO" "Conc_WT" "Fold" "p.value" "FDR" "annotation" "geneChr" "geneStart" "geneEnd" "geneLength" "geneStrand" "geneId" "transcriptId" "distanceToTSS" "ENSEMBL" "SYMBOL" "GENENAME" "Simplified_Annotation"
"428" "chr11" 4625213 4625613 401 "*" 6.81631821683047 6.29057198899469 7.0836744377824 -0.538437108193062 9.74487936506822e-05 0.0183603406839085 "Intron (ENSMUST00000070257.14/75452, intron 15 of 19)" 11 4651982 4654053 2072 2 "66152" "ENSMUST00000130236.2" 28440 "ENSMUSG00000059534" "Uqcr10" "ubiquinol-cytochrome c reductase, complex III subunit X" "Intron"
"429" "chr5" 138849541 138849941 401 "*" 5.76996829877098 5.16115336722003 6.06805167440984 -0.56094233206413 9.83834346146622e-05 0.0184938240194044 "Distal Intergenic" 5 138805835 138807374 1540 1 "384244" "ENSMUST00000179205.2" 43706 "ENSMUSG00000094504" "Foxl3" "forkhead box L3" "Intergenic"
"430" "chr2" 180701930 180702330 401 "*" 5.46529854005213 4.90601004571111 5.74535470344866 -0.548316710278364 9.8937513945273e-05 0.0185280404646159 "Distal Intergenic" 2 180675817 180685339 9523 2 "11438" "ENSMUST00000124400.2" -16591 "ENSMUSG00000027577" "Chrna4" "cholinergic receptor, nicotinic, alpha polypeptide 4" "Intergenic"
"431" "chr7" 99058664 99059064 401 "*" 4.55333926635579 3.65128501486247 4.94281486909801 -0.590295721948177 9.90983883260611e-05 0.0185280404646159 "Intron (ENSMUST00000037528.10/233552, intron 2 of 17)" 7 99063857 99090468 26612 1 "233552" "ENSMUST00000208800.2" -4793 "ENSMUSG00000035314" "Gdpd5" "glycerophosphodiester phosphodiesterase domain containing 5" "Intron"
"432" "chr10" 95475343 95475743 401 "*" 4.54860802483811 3.54152646477902 4.96541049613562 -0.579068565314269 9.92452210285162e-05 0.0185280404646159 "Distal Intergenic" 10 95466099 95468101 2003 2 "102636201" "ENSMUST00000219656.2" -7242 NA "Gm33336" "predicted gene, 33336" "Intergenic"
"433" "chr1" 174329163 174329563 401 "*" 6.82092499859788 6.40020210542933 7.04574717530719 -0.485514736509812 9.97092208776823e-05 0.0185627409553872 "Promoter (<=1kb)" 1 174329391 174650295 320905 1 "54418" "ENSMUST00000030039.13" 0 "ENSMUSG00000028354" "Fmn2" "formin 2" "Promoter"
"434" "chr10" 8089040 8089440 401 "*" 4.96588166349214 4.24828167617359 5.30074872345032 -0.583358858338572 9.98851170401173e-05 0.0185627409553872 "Intron (ENSMUST00000219116.2/338362, intron 6 of 6)" 10 8051895 8069104 17210 1 "102632964" "ENSMUST00000219578.2" 37145 "ENSMUSG00000112109" "Gm30906" "predicted gene, 30906" "Intron"
"435" "chr5" 74316494 74316894 401 "*" 4.72694649270515 3.93592007346756 5.0846427916401 -0.587963083017911 0.000101270071619609 0.0187708776448087 "Distal Intergenic" 5 74355947 74360142 4196 1 "68939" "ENSMUST00000051937.9" -39053 "ENSMUSG00000049907" "Rasl11b" "RAS-like, family 11, member B" "Intergenic"
"436" "chr11" 87587956 87588356 401 "*" 5.85726404189465 5.14015602666494 6.19197293229055 -0.582701544663714 0.000101584510177616 0.0187708776448087 "Promoter (2-3kb)" 11 87590723 87626365 35643 1 "207742" "ENSMUST00000040089.5" -2367 "ENSMUSG00000034177" "Rnf43" "ring finger protein 43" "Promoter"
"437" "chr10" 78123579 78123979 401 "*" 6.3375032115556 5.86240106349217 6.5848913288232 -0.517780851958424 0.000102044820849473 0.0187708776448087 "Promoter (<=1kb)" 10 78118955 78123859 4905 2 "28169" "ENSMUST00000219932.2" 0 "ENSMUSG00000001211" "Agpat3" "1-acylglycerol-3-phosphate O-acyltransferase 3" "Promoter"
"438" "chr12" 105246243 105246643 401 "*" 5.95327347171255 5.40884131174929 6.22775483462794 -0.540144781284724 0.000102059516057083 0.0187708776448087 "Distal Intergenic" 12 105302853 105350191 47339 1 "69952" "ENSMUST00000180458.9" -56210 "ENSMUSG00000097929" "Tunar" "Tcl1 upstream neural differentiation associated RNA" "Intergenic"
"439" "chr1" 153150349 153150749 401 "*" 5.77909529440003 5.0283822943314 6.12444642284228 -0.584809480541982 0.000102152874549833 0.0187708776448087 "Intron (ENSMUST00000027752.15/226519, intron 1 of 27)" 1 153124363 153126207 1845 2 "226519" "ENSMUST00000159251.2" -24142 "ENSMUSG00000026478" "Lamc1" "laminin, gamma 1" "Intron"
"440" "chr5" 148552788 148553188 401 "*" 6.15248203587699 5.67285132321767 6.40169582116592 -0.521984667060856 0.000102569060459814 0.0188050943358722 "Distal Intergenic" 5 148441952 148489599 47648 2 "24109" "ENSMUST00000164904.2" -63189 "ENSMUSG00000001687" "Ubl3" "ubiquitin-like 3" "Intergenic"
"441" "chr10" 84368005 84368405 401 "*" 5.81315483602246 5.23109981256671 6.10160273430924 -0.549137525906513 0.000103072254593133 0.0188211408907877 "Promoter (1-2kb)" 10 84362169 84369926 7758 2 "216197" "ENSMUST00000053871.5" 1521 "ENSMUSG00000046841" "Ckap4" "cytoskeleton-associated protein 4" "Promoter"
"442" "chr2" 168797037 168797437 401 "*" 7.35283941121312 6.98972092737663 7.55239581764911 -0.447881678351911 0.000103116926979001 0.0188211408907877 "Promoter (<=1kb)" 2 168767281 168797192 29912 2 "22722" "ENSMUST00000087971.11" 0 "ENSMUSG00000027551" "Zfp64" "zinc finger protein 64" "Promoter"
"443" "chr18" 70232890 70233290 401 "*" 5.25916453048981 4.31477913654265 5.65995681666506 -0.585295421190459 0.000103791609963731 0.018861527195292 "Intron (ENSMUST00000121693.8/80718, intron 2 of 6)" 18 70271235 70274645 3411 2 "80718" "ENSMUST00000127217.2" 41355 "ENSMUSG00000024511" "Rab27b" "RAB27B, member RAS oncogene family" "Intron"
"444" "chr2" 146528060 146528460 401 "*" 5.95697740829556 5.37519823520649 6.24532470808872 -0.556277856116446 0.000104014053058922 0.018861527195292 "Distal Intergenic" 2 146384851 146388028 3178 1 "74065" "ENSMUST00000147212.2" 143209 "ENSMUSG00000085796" "4933406D12Rik" "RIKEN cDNA 4933406D12 gene" "Intergenic"
"445" "chr5" 75537952 75538352 401 "*" 6.16320738958816 5.4681655912518 6.49074804563807 -0.577858271661599 0.000104194694912829 0.018861527195292 "Distal Intergenic" 5 75721706 75721810 105 2 "115490246" "ENSMUST00000158453.3" 183458 "ENSMUSG00000089078" "Gm24502" "predicted gene, 24502" "Intergenic"
"446" "chr13" 71015104 71015504 401 "*" 5.32343990657452 4.57182507201267 5.66907216641686 -0.584558030486644 0.000104272738023493 0.018861527195292 "Distal Intergenic" 13 71031067 71032622 1556 1 "77166" "ENSMUST00000225672.2" -15563 "ENSMUSG00000021600" "8030423J24Rik" "RIKEN cDNA 8030423J24 gene" "Intergenic"
"447" "chr4" 11388069 11388469 401 "*" 7.14679883822529 6.67703668885719 7.39202379772608 -0.511253349400163 0.000104665523908935 0.018861527195292 "Promoter (1-2kb)" 4 11332038 11386783 54746 2 "207920" "ENSMUST00000108311.9" -1286 "ENSMUSG00000040728" "Esrp1" "epithelial splicing regulatory protein 1" "Promoter"
"448" "chr5" 65022096 65022496 401 "*" 4.00574439793822 2.99612628056395 4.42317644082261 -0.576082742401121 0.000104722188414609 0.018861527195292 "Distal Intergenic" 5 64984152 64986893 2742 1 "16599" "ENSMUST00000198946.2" 37944 "ENSMUSG00000029178" "Klf3" "Kruppel-like transcription factor 3 (basic)" "Intergenic"
"449" "chr9" 114639961 114640361 401 "*" 4.82295975268859 3.83222161131951 5.23567246683811 -0.580294790924563 0.000105610628726127 0.0189101497915797 "Intron (ENSMUST00000047013.4/70031, intron 1 of 3)" 9 114667241 114667344 104 1 "115487241" "ENSMUST00000122689.3" -26880 "ENSMUSG00000084638" "Gm23889" "predicted gene, 23889" "Intron"
"450" "chr13" 36152634 36153034 401 "*" 6.53972502340265 6.06684483187714 6.78621442398795 -0.509386094413207 0.000105648359313227 0.0189101497915797 "Promoter (<=1kb)" 13 36151836 36154371 2536 1 "76487" "ENSMUST00000132661.2" 798 "ENSMUSG00000050423" "Ppp1r3g" "protein phosphatase 1, regulatory subunit 3G" "Promoter"
"451" "chr6" 55070868 55071268 401 "*" 5.7335970296215 5.17818695490957 6.01220543025804 -0.545631924043002 0.000105852324898055 0.0189101497915797 "Intron (ENSMUST00000003568.15/12922, intron 9 of 12)" 6 55069949 55077558 7610 2 "12922" "ENSMUST00000204117.2" 6290 "ENSMUSG00000003476" "Crhr2" "corticotropin releasing hormone receptor 2" "Intron"
"452" "chr13" 44816623 44817023 401 "*" 4.7384762232785 3.9068062517897 5.10817275951473 -0.587247390459137 0.000105917189733931 0.0189101497915797 "Distal Intergenic" 13 44882950 44885050 2101 1 "16468" "ENSMUST00000174394.2" -65927 "ENSMUSG00000038518" "Jarid2" "jumonji and AT-rich interaction domain containing 2" "Intergenic"
"453" "chr1" 191709115 191709515 401 "*" 5.77028978886518 5.22350783004631 6.04565817450411 -0.54732129232714 0.000106416846464282 0.0189579641293777 "Promoter (<=1kb)" 1 191709331 191720244 10914 1 "74023" "ENSMUST00000180463.3" 0 "ENSMUSG00000049353" "Rd3" "retinal degeneration 3" "Promoter"
"454" "chr16" 46900664 46901064 401 "*" 5.47416405800505 4.59463492543698 5.85744362879778 -0.586732247090228 0.000106664950607109 0.0189608543720506 "Distal Intergenic" 16 47326682 47326788 107 2 "115488751" "ENSMUST00000157107.4" 425724 "ENSMUSG00000119721" "Gm24651" "predicted gene, 24651" "Intergenic"
"455" "chr17" 15660901 15661301 401 "*" 6.6078420951857 6.08433759568149 6.87433491721929 -0.532396115861713 0.000107422748842314 0.0190541392035488 "Distal Intergenic" 17 15642317 15655227 12911 2 "115488793" "ENSMUST00000231947.2" -5674 NA "Gm49668" "predicted gene, 49668" "Intergenic"
"456" "chr7" 24975384 24975784 401 "*" 5.47797958047393 4.72146972906857 5.82513376438647 -0.584955993353324 0.000107791457650522 0.0190702892944247 "Promoter (2-3kb)" 7 24977847 24984394 6548 1 "71722" "ENSMUST00000169743.2" -2063 "ENSMUSG00000005442" "Cic" "capicua transcriptional repressor" "Promoter"
"457" "chr8" 79235717 79236117 401 "*" 7.42314680735948 7.04356430719897 7.63007337508958 -0.46000036497256 0.000107980236557645 0.0190702892944247 "Promoter (<=1kb)" 8 79235975 79439386 203412 1 "76775" "ENSMUST00000211332.2" 0 "ENSMUSG00000031684" "Slc10a7" "solute carrier family 10 (sodium/bile acid cotransporter family), member 7" "Promoter"
"458" "chr17" 70555207 70555607 401 "*" 4.61158661547639 3.50371895154913 5.05237634655193 -0.567684211803091 0.000108224571579507 0.0190722483147765 "Intron (ENSMUST00000133983.8/224997, intron 2 of 13)" 17 70731789 71126799 395011 1 "224997" "ENSMUST00000155016.8" -176182 "ENSMUSG00000003279" "Dlgap1" "DLG associated protein 1" "Intron"
"459" "chr6" 119156789 119157533 745 "*" 4.97560817795375 3.97100119263523 5.39179512854351 -0.579733850213181 0.000108647406666212 0.0191055880496692 "Exon (ENSMUST00000112777.9/319618, exon 2 of 9)" 6 119152249 119197146 44898 1 "319618" "ENSMUST00000073909.6" 4540 "ENSMUSG00000041477" "Dcp1b" "decapping mRNA 1B" "Exon"
"460" "chr3" 138448693 138449093 401 "*" 7.06655971338785 6.66183847449225 7.28450819771299 -0.477233890946811 0.0001090562225235 0.0191363247119025 "Promoter (<=1kb)" 3 138448530 138600245 151716 1 "56224" "ENSMUST00000153336.6" 163 "ENSMUSG00000028152" "Tspan5" "tetraspanin 5" "Promoter"
"461" "chr4" 86849159 86849559 401 "*" 6.21460979418662 5.7592173792542 6.45395750745926 -0.503012447886313 0.000109736545728953 0.0191872348459453 "Promoter (<=1kb)" 4 86848928 86853059 4132 1 "230379" "ENSMUST00000135874.2" 231 "ENSMUSG00000038007" "Acer2" "alkaline ceramidase 2" "Promoter"
"462" "chr13" 101894284 101894684 401 "*" 5.06704516421861 4.31559465099568 5.41262621688111 -0.582281502268414 0.00010996267916796 0.0191872348459453 "5' UTR" 13 101892079 101904721 12643 2 "18708" "ENSMUST00000189426.2" 10037 "ENSMUSG00000041417" "Pik3r1" "phosphoinositide-3-kinase regulatory subunit 1" "5' UTR"
"463" "chr8" 128989773 128990173 401 "*" 4.66173734966515 3.77058691145042 5.04822901855939 -0.585256353413673 0.000110050301366618 0.0191872348459453 "Distal Intergenic" 8 129004629 129004706 78 2 "102465212" "ENSMUST00000184910.3" 14533 "ENSMUSG00000099326" "Mir21c" "microRNA 21c" "Intergenic"
"464" "chr2" 173944240 173944640 401 "*" 5.83832470735584 5.16270133936392 6.15943569885389 -0.572779682973929 0.000110503500961343 0.0192252580289554 "Distal Intergenic" 2 173952142 173964863 12722 1 "228961" "ENSMUST00000044415.16" -7502 "ENSMUSG00000039263" "Npepl1" "aminopeptidase-like 1" "Intergenic"
"465" "chr9" 50796559 50796959 401 "*" 5.91185046129292 5.37234025579111 6.18446737552775 -0.532416443457057 0.000111393529304661 0.0193389573062466 "Promoter (2-3kb)" 9 50799250 50799355 106 1 "115487246" "ENSMUST00000158083.4" -2291 "ENSMUSG00000088708" "Gm25558" "predicted gene, 25558" "Promoter"
"466" "chr6" 38898078 38898478 401 "*" 6.41126356670079 5.81750097550615 6.70395695467219 -0.55728903366641 0.000112332978970351 0.0193929211773396 "Promoter (2-3kb)" 6 38895958 39061519 165562 1 "21391" "ENSMUST00000161781.8" 2120 "ENSMUSG00000029925" "Tbxas1" "thromboxane A synthase 1, platelet" "Promoter"
"467" "chr8" 124138043 124138443 401 "*" 6.91006858335961 6.49668494051464 7.13175162828426 -0.476360355397967 0.000112744574671475 0.0193929211773396 "Promoter (<=1kb)" 8 124138163 124148754 10592 1 "22152" "ENSMUST00000071134.4" 0 "ENSMUSG00000062380" "Tubb3" "tubulin, beta 3 class III" "Promoter"
"468" "chr1" 23202494 23202894 401 "*" 4.22040297549387 3.15537435460657 4.65124974520866 -0.570834564742772 0.000112806325979466 0.0193929211773396 "Intron (ENSMUST00000191045.2/102632273, intron 3 of 3)" 1 23139554 23141334 1781 2 "66755" "ENSMUST00000073179.6" -61160 "ENSMUSG00000073730" "Ppp1r14bl" "protein phosphatase 1, regulatory inhibitor subunit 14B like" "Intron"
"469" "chr8" 12770787 12771187 401 "*" 5.24879836067435 4.48246086908386 5.59898774042837 -0.58254149553829 0.000112887583689798 0.0193929211773396 "Promoter (1-2kb)" 8 12756944 12769127 12184 2 "100038554" "ENSMUST00000151188.2" -1660 "ENSMUSG00000074469" "Gm15348" "predicted gene 15348" "Promoter"
"470" "chr12" 111395965 111396365 401 "*" 7.06932981117821 6.63774240835844 7.29875733996059 -0.489102406570671 0.000113051850439813 0.0193929211773396 "Promoter (<=1kb)" 12 111395688 111397593 1906 1 "74190" "ENSMUST00000223369.2" 277 "ENSMUSG00000021280" "Exoc3l4" "exocyst complex component 3-like 4" "Promoter"
"471" "chr13" 52007292 52007692 401 "*" 5.65093572490698 4.94808887174496 5.98102848439472 -0.575224214469566 0.000113127349903277 0.0193929211773396 "Distal Intergenic" 13 52000780 52002260 1481 1 "23882" "ENSMUST00000132480.2" 6512 "ENSMUSG00000021453" "Gadd45g" "growth arrest and DNA-damage-inducible 45 gamma" "Intergenic"
"472" "chr10" 81103839 81104239 401 "*" 6.46598964025151 6.0169759831695 6.70270184567162 -0.491245531564191 0.000114354120111605 0.0195493170204199 "Promoter (<=1kb)" 10 81104006 81109080 5075 1 "57267" "ENSMUST00000057798.9" 0 "ENSMUSG00000004931" "Apba3" "amyloid beta precursor protein binding family A member 3" "Promoter"
"473" "chr6" 71885845 71886245 401 "*" 7.05317733177648 6.67142526420157 7.26106607374984 -0.456089481537362 0.000114686126134988 0.0195493170204199 "Promoter (<=1kb)" 6 71886037 71932134 46098 1 "20019" "ENSMUST00000206556.2" 0 "ENSMUSG00000049553" "Polr1a" "polymerase (RNA) I polypeptide A" "Promoter"
"474" "chr12" 29178713 29179113 401 "*" 5.64262566420825 5.08630818839218 5.92157326484224 -0.54242006595162 0.00011475690558642 0.0195493170204199 "Distal Intergenic" 12 29189166 29244046 54881 1 "102633526" "ENSMUST00000220554.2" -10053 "ENSMUSG00000113986" "Gm31333" "predicted gene, 31333" "Intergenic"
"475" "chr16" 52062497 52062897 401 "*" 4.69592228184734 3.86535165679173 5.06529995119061 -0.582753146890013 0.000116836350010547 0.0198390806373419 "Distal Intergenic" 16 52073551 52089424 15874 2 "11658" "ENSMUST00000163788.8" 26527 "ENSMUSG00000022636" "Alcam" "activated leukocyte cell adhesion molecule" "Intergenic"
"476" "chr11" 55100766 55101166 401 "*" 5.14938114180482 4.3615036600661 5.50612926346469 -0.582090177400711 0.000117545116701375 0.0198390806373419 "Intron (ENSMUST00000108872.9/215335, intron 1 of 10)" 11 55104621 55123507 18887 1 "215335" "ENSMUST00000108867.2" -3455 "ENSMUSG00000020261" "Slc36a1" "solute carrier family 36 (proton/amino acid symporter), member 1" "Intron"
"477" "chr2" 128143595 128143995 401 "*" 4.82096772518703 3.88801216415771 5.21874572224606 -0.580000734502402 0.000118349093742939 0.0198390806373419 "Intron (ENSMUST00000225087.2/100043424, intron 2 of 6)" 2 128158217 128173225 15009 2 "100043424" "ENSMUST00000239358.2" 29230 "ENSMUSG00000074813" "Morrbid" "myeloid RNA regulator of BCL2L11 induced cell death" "Intron"
"478" "chr12" 104985611 104986011 401 "*" 5.87477888722948 5.31646158847482 6.15447301759168 -0.548300720496785 0.000118380798116037 0.0198390806373419 "Distal Intergenic" 12 104896192 104976068 79877 2 "212073" "ENSMUST00000067005.11" -9543 "ENSMUSG00000054150" "Syne3" "spectrin repeat containing, nuclear envelope family member 3" "Intergenic"
"479" "chr19" 5898442 5898842 401 "*" 5.49595719342058 4.83577379871577 5.81187281935306 -0.568154516491 0.000118909087652978 0.0198390806373419 "Promoter (<=1kb)" 19 5898529 5901406 2878 1 "69595" "ENSMUST00000135347.3" 0 NA "Frmd8os" "FERM domain containing 8, opposite strand" "Promoter"
"480" "chr11" 117006649 117007049 401 "*" 5.75258744964544 5.18532565917478 6.03560321719132 -0.543890750389253 0.000119019248091076 0.0198390806373419 "Promoter (<=1kb)" 11 117006078 117019589 13512 1 "74136" "ENSMUST00000146585.2" 571 "ENSMUSG00000020823" "Sec14l1" "SEC14-like lipid binding 1" "Promoter"
"481" "chr5" 103267553 103267953 401 "*" 4.01053804432455 2.59463269614816 4.51319148048164 -0.526377964359952 0.000119360568641722 0.0198390806373419 "Intron (ENSMUST00000170792.9/26414, intron 2 of 13)" 5 103055816 103247947 192132 2 "26414" "ENSMUST00000112848.8" -19606 "ENSMUSG00000046709" "Mapk10" "mitogen-activated protein kinase 10" "Intron"
"482" "chr1" 89504754 89505154 401 "*" 6.54445872248527 6.10202699001643 6.77843414399352 -0.491541446989313 0.000119473477307769 0.0198390806373419 "Promoter (2-3kb)" 1 89507958 89822999 315042 1 "347722" "ENSMUST00000074945.8" -2804 "ENSMUSG00000055013" "Agap1" "ArfGAP with GTPase domain, ankyrin repeat and PH domain 1" "Promoter"
"483" "chr7" 4650260 4650660 401 "*" 5.90608891883365 5.31516775514436 6.19775623522395 -0.551625664756698 0.000119483598194825 0.0198390806373419 "Promoter (<=1kb)" 7 4645136 4650404 5269 2 "243819" "ENSMUST00000206532.2" 0 "ENSMUSG00000052296" "Ppp6r1" "protein phosphatase 6, regulatory subunit 1" "Promoter"
"484" "chr6" 30460669 30461069 401 "*" 6.99594574594255 6.56371907523821 7.2256427193558 -0.489203065744052 0.00011977466065823 0.0198390806373419 "Promoter (<=1kb)" 6 30460984 30463314 2331 1 "69337" "ENSMUST00000132023.3" 0 "ENSMUSG00000085470" "1700012C14Rik" "RIKEN cDNA 1700012C14 gene" "Promoter"
"485" "chr12" 12860298 12860698 401 "*" 6.90968380375952 6.37763548915555 7.17945734048642 -0.535622543187937 0.000119856039157286 0.0198390806373419 "Distal Intergenic" 12 12959429 12963030 3602 1 "105244713" "ENSMUST00000221752.2" -98731 "ENSMUSG00000113465" "Gm40271" "predicted gene, 40271" "Intergenic"
"486" "chr15" 51847175 51847575 401 "*" 5.28806026298099 4.46912360046475 5.65404418938163 -0.581365924828923 0.000120229532537854 0.0198390806373419 "Intron (ENSMUST00000022927.11/19357, intron 1 of 13)" 15 51837233 51854906 17674 2 "19357" "ENSMUST00000226529.2" 7331 "ENSMUSG00000022314" "Rad21" "RAD21 cohesin complex component" "Intron"
"487" "chr16" 17394350 17394750 401 "*" 6.75052005980277 6.29204748522659 6.99113452083069 -0.502306969491666 0.000120283639668759 0.0198390806373419 "Promoter (<=1kb)" 16 17389882 17394585 4704 2 "224022" "ENSMUST00000172164.10" 0 "ENSMUSG00000022756" "Slc7a4" "solute carrier family 7 (cationic amino acid transporter, y+ system), member 4" "Promoter"
"488" "chr17" 25399293 25399693 401 "*" 4.94243559989909 4.15686497529701 5.29848739194301 -0.580442095693284 0.000120334890547754 0.0198390806373419 "Distal Intergenic" 17 25403528 25406636 3109 1 "214489" "ENSMUST00000088307.5" -3835 "ENSMUSG00000067722" "Uqcc4" "ubiquinol-cytochrome c reductase complex assembly factor 4" "Intergenic"
"489" "chr5" 138087315 138087715 401 "*" 5.12303874193399 4.1700213170513 5.5260875762698 -0.577041719559499 0.000120921692050523 0.0198390806373419 "Exon (ENSMUST00000246831.1/ENSMUST00000246831.1, exon 1 of 1)" 5 138090902 138102753 11852 1 "74570" "ENSMUST00000110962.2" -3187 "ENSMUSG00000029729" "Zkscan1" "zinc finger with KRAB and SCAN domains 1" "Exon"
"490" "chr14" 37018469 37018869 401 "*" 4.93224213710037 5.46912946408015 4.41651586668533 0.575554242109265 0.000121021498645028 0.0198390806373419 "Distal Intergenic" 14 36946826 36946958 133 1 "115485944" "ENSMUST00000104118.3" 71643 "ENSMUSG00000077306" "Gm22469" "predicted gene, 22469" "Intergenic"
"491" "chr16" 21606413 21606813 401 "*" 6.99806385215335 6.61566231024584 7.20624022143565 -0.46147184228309 0.000121371283376049 0.0198390806373419 "Promoter (<=1kb)" 16 21580037 21606557 26521 2 "74147" "ENSMUST00000023559.7" 0 "ENSMUSG00000022853" "Ehhadh" "enoyl-Coenzyme A, hydratase/3-hydroxyacyl Coenzyme A dehydrogenase" "Promoter"
"492" "chr3" 24801337 24801737 401 "*" 4.94315669211613 4.1398221619161 5.30453338949019 -0.58028369583045 0.000121545621077293 0.0198390806373419 "Intron (ENSMUST00000203414.2/635702, intron 1 of 13)" 3 23852266 24837786 985521 2 "635702" "ENSMUST00000203414.2" 36049 "ENSMUSG00000102758" "Naaladl2" "N-acetylated alpha-linked acidic dipeptidase-like 2" "Intron"
"493" "chr3" 137649592 137649992 401 "*" 4.36871078326506 3.42690880601405 4.76882440449412 -0.576444500744641 0.000121973903210845 0.0198390806373419 "Intron (ENSMUST00000029806.13/26377, intron 4 of 8)" 3 137638747 137660474 21728 2 "26377" "ENSMUST00000124827.8" 10482 "ENSMUSG00000028159" "Dapp1" "dual adaptor for phosphotyrosine and 3-phosphoinositides 1" "Intron"
"494" "chr8" 126686031 126686431 401 "*" 4.46841304848001 3.66520167690599 4.82975312026568 -0.580582233138335 0.000122132060614014 0.0198390806373419 "Promoter (<=1kb)" 8 126687018 126691428 4411 1 "105246832" "ENSMUST00000242025.1" -587 NA "Gm42056" "predicted gene, 42056" "Promoter"
"495" "chr14" 21328964 21329364 401 "*" 4.91013026261146 4.06886409900149 5.28259692621494 -0.580513620853649 0.000122576514215259 0.0198390806373419 "Intron (ENSMUST00000045376.11/11534, intron 6 of 10)" 14 21368193 21376861 8669 1 "11534" "ENSMUST00000223645.2" -38829 "ENSMUSG00000039197" "Adk" "adenosine kinase" "Intron"
"496" "chr7" 78532093 78532493 401 "*" 5.59526493574951 5.04904161457515 5.87042262221922 -0.542726073806864 0.000122784515792301 0.0198390806373419 "Promoter (<=1kb)" 7 78532349 78537400 5052 1 "118567516" "ENSMUST00000241550.1" 0 NA "Gm57212" "predicted gene, 57212" "Promoter"
"497" "chr4" 150653432 150653832 401 "*" 7.0323677545925 6.61906495548367 7.25401609401069 -0.477853836975733 0.000122867623854423 0.0198390806373419 "Promoter (<=1kb)" 4 150654045 150654952 908 1 "68703" "ENSMUST00000142379.2" -213 "ENSMUSG00000039852" "Rere" "arginine glutamic acid dipeptide (RE) repeats" "Promoter"
"498" "chr6" 38859668 38860068 401 "*" 5.40808239479485 4.71558799401256 5.73478612511751 -0.572001526025958 0.000122949688813624 0.0198390806373419 "Intron (ENSMUST00000162521.8/21391, intron 1 of 5)" 6 38671325 38853099 181775 2 "15258" "ENSMUST00000161779.8" -6569 "ENSMUSG00000061436" "Hipk2" "homeodomain interacting protein kinase 2" "Intron"
"499" "chr2" 131906148 131906548 401 "*" 5.43572479268802 4.7343255553027 5.76534559218644 -0.572557258242205 0.000123159694396983 0.0198390806373419 "Promoter (2-3kb)" 2 131902628 131908960 6333 2 "54338" "ENSMUST00000137910.2" 2412 "ENSMUSG00000027340" "Slc23a2" "solute carrier family 23 (nucleobase transporters), member 2" "Promoter"
"500" "chr14" 20254757 20255157 401 "*" 4.04656815941697 2.85381653334444 4.50602237816119 -0.552520654402449 0.000123350530122834 0.0198390806373419 "Distal Intergenic" 14 20190125 20231877 41753 2 "16529" "ENSMUST00000024011.10" -22880 "ENSMUSG00000023243" "Kcnk5" "potassium channel, subfamily K, member 5" "Intergenic"
"501" "chr6" 54949297 54949697 401 "*" 7.4583900053282 7.07722991156248 7.6660164219579 -0.456887198289617 0.000123391734975298 0.0198390806373419 "Promoter (<=1kb)" 6 54900934 54949597 48664 2 "107607" "ENSMUST00000060655.15" 0 "ENSMUSG00000038058" "Nod1" "nucleotide-binding oligomerization domain containing 1" "Promoter"
"502" "chr5" 101751220 101751620 401 "*" 3.90911975526779 2.45869429919486 4.41777590881098 -0.523766052346526 0.000123493849142803 0.0198390806373419 "Distal Intergenic" 5 101806005 101812862 6858 2 "18096" "ENSMUST00000044125.11" 61242 "ENSMUSG00000035187" "Nkx6-1" "NK6 homeobox 1" "Intergenic"
"503" "chr8" 8860911 8861311 401 "*" 4.5846647120079 3.62805507440038 4.98864760252972 -0.575138602523525 0.000124133695193267 0.0199027691293204 "Intron (ENSMUST00000207035.2/105243116, intron 2 of 4)" 8 8785970 8805337 19368 1 "105243116" "ENSMUST00000209128.2" 74941 NA "Gm39127" "predicted gene, 39127" "Intron"
"504" "chr13" 102682311 102682711 401 "*" 5.39082028186835 4.76818254351224 5.69378666436226 -0.560831398419875 0.000124839243334375 0.0199155579567761 "Distal Intergenic" 13 102699695 102726793 27099 2 "102631635" "ENSMUST00000225128.2" 44082 NA "Gm29927" "predicted gene, 29927" "Intergenic"
"505" "chr1" 165677055 165677455 401 "*" 4.7459962854281 3.80947641784004 5.14471750623212 -0.57659244452075 0.000124839765666922 0.0199155579567761 "Intron (ENSMUST00000161971.8/12503, intron 1 of 7)" 1 165685785 165689124 3340 1 "12503" "ENSMUST00000159070.3" -8330 "ENSMUSG00000005763" "Cd247" "CD247 antigen" "Intron"
"506" "chr18" 32271060 32271460 401 "*" 4.88556418577759 3.84710080244201 5.31005941111877 -0.568035858155343 0.000124944126596871 0.0199155579567761 "Promoter (<=1kb)" 18 32256179 32271252 15074 2 "19123" "ENSMUST00000234651.2" 0 "ENSMUSG00000024386" "Proc" "protein C" "Promoter"
"507" "chr15" 101324193 101324593 401 "*" 4.44503367024219 3.45836621861433 4.85671869125384 -0.570718248982647 0.000125523738280891 0.0199690196093939 "Intron (ENSMUST00000068904.9/110310, intron 7 of 8)" 15 101328919 101336685 7767 2 "406219" "ENSMUST00000081945.5" 12092 "ENSMUSG00000047641" "Krt87" "keratin 87" "Intron"
